	s176	s184	s193	s237	s325	REF_GCF_000012825	REF_GCF_000178195	REF_GCF_000273295	REF_GCF_000403235	REF_GCF_000699705	REF_GCF_000699845	REF_GCF_000699865	REF_GCF_001404375	REF_GCF_001405155	REF_GCF_001406315	REF_GCF_001412315	REF_GCF_001640865	REF_GCF_900109635
g002172	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
g002173	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002174	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1
g002175	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002176	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002177	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1
g002178	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
g002179	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
g002180	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	0
g002181	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002182	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002183	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002184	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002185	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0
g002186	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002187	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002188	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0
g002189	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
g002190	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0
g002191	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
g002192	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002193	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002194	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g002195	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002196	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
g002197	1	1	0	0	0	0	0	1	0	1	1	0	1	1	0	1	0	0
g002198	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1
g002199	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
g002200	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
g002201	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g002202	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002203	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002204	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002205	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002206	1	1	0	1	1	0	0	1	0	1	1	1	0	1	1	1	0	0
g002207	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002208	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002209	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002210	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002211	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002212	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002213	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002214	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1
g002215	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002216	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	1
g002217	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002218	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002219	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0
g002220	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0
g002221	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0
g002222	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g002223	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
g002224	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g002225	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g002226	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1
g002227	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002228	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002229	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002230	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002231	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002232	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002233	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002234	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002235	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002236	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002237	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1
g002238	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002239	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002240	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002241	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002242	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002243	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002244	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002245	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002246	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002247	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002248	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002249	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002250	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002251	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002252	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002253	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002254	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002255	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002256	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002257	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002258	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002259	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002260	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002261	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002262	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002263	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002264	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002265	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002266	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002267	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002268	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002269	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002270	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002271	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002272	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002273	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002274	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002275	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002276	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002277	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002278	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002279	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002280	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002281	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002282	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002283	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002284	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002285	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002286	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002287	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002288	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002289	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002290	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002291	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002292	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002293	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002294	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002295	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002296	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002297	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002298	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002299	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002300	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002301	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002302	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002303	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002304	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002305	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002306	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002307	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002308	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002309	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002310	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002311	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002312	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0
g002313	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1
g002314	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002315	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002316	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002317	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002318	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002319	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002320	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002321	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002322	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002323	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002324	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002325	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002326	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002327	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002328	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002329	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002330	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002331	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002332	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002333	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002334	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002335	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002336	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002337	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002338	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002339	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002340	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
g002341	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
g002342	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002343	0	0	0	1	1	0	0	1	1	0	0	0	1	1	1	0	0	0
g002344	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1
g002345	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1
g002346	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002347	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002348	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002349	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
g002350	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g002351	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0
g002352	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g002353	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002354	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002355	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002356	0	1	0	1	1	0	0	1	1	0	0	1	1	1	1	0	0	1
g002357	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002358	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002359	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002360	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002361	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002362	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002363	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002364	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
g002365	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
g002366	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1
g002367	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g002368	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g002369	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g002370	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002371	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002372	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002373	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g002374	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002375	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002376	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
g002377	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002378	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
g002379	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
g002380	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002381	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002382	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002383	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002384	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002385	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002386	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002387	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002388	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002389	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002390	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002391	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002392	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002393	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002394	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002395	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002396	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002397	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002398	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002399	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
g002400	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002401	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002402	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002403	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002404	1	0	0	0	1	1	1	1	1	1	1	0	1	0	1	0	0	1
g002405	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0
g002406	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002407	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g002408	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1
g002409	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
g002410	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
g002411	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
g002412	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002413	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002414	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002415	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002416	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002417	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002418	1	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0
g002419	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002420	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002421	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002422	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
g002423	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002424	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
g002425	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002426	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002427	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002428	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
g002429	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002430	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002431	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002432	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002433	1	1	0	0	1	0	0	1	1	1	1	0	0	0	0	1	0	1
g002434	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002435	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002436	1	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	0	1
g002437	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002438	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002439	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g002440	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002441	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
g002442	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1
g002443	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002444	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002445	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002446	1	1	0	0	0	1	0	1	0	1	1	1	1	1	1	0	0	1
g002447	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002448	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
g002449	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002450	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
g002451	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
g002452	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
g002453	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
g002454	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002455	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
g002456	1	1	0	0	1	1	0	1	0	1	1	0	0	1	0	1	0	0
g002457	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002458	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
g002459	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002460	1	1	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0	1
g002461	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002462	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002463	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002464	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002465	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
g002466	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002467	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002468	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002469	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002470	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002471	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002472	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002473	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002474	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002475	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002476	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002477	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002478	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1
g002479	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1
g002480	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002481	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002482	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002483	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002484	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002485	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002486	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002487	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002488	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002489	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002490	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002491	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002492	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002493	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002494	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002495	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002496	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002497	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002498	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002499	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002500	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002501	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002502	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002503	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002504	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002505	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002506	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002507	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002508	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002509	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002510	0	0	0	1	1	0	0	1	1	1	1	0	0	0	1	0	0	0
g002511	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002512	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002513	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002514	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g002515	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0
g002516	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0
g002517	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
