assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	assembly_level	genome_rep	seq_rel_date	asm_name	ftp_path
GCF_001931845.1	PRJNA224116	SAMN05200884		na	1351	1351	Enterococcus faecalis	strain=AMB05	Chromosome	Full	1/4/17	ASM193184v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/931/845/GCF_001931845.1_ASM193184v1
GCF_001932015.2	PRJNA224116	SAMN06174079	MSHQ00000000.2	na	1351	1351	Enterococcus faecalis	strain=PM01	Contig	Full	4/4/17	ASM193201v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/932/015/GCF_001932015.2_ASM193201v2
GCF_001989555.1	PRJNA224116	SAMN06270347		na	1351	1351	Enterococcus faecalis	strain=CLB21560	Complete Genome	Full	2/7/17	ASM198955v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/989/555/GCF_001989555.1_ASM198955v1
GCF_001999625.1	PRJNA224116	SAMN05721774	MTFY00000000.1	na	1201292	1351	Enterococcus faecalis ATCC 29212	strain=ATCC 29212	Contig	Full	2/13/17	ASM199962v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/999/625/GCF_001999625.1_ASM199962v1
GCF_002006705.1	PRJNA224116	SAMN04902337	MEGW00000000.1	na	1351	1351	Enterococcus faecalis	strain=F	Scaffold	Full	2/24/17	ASM200670v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/006/705/GCF_002006705.1_ASM200670v1
GCF_002009465.1	PRJNA224116	SAMN05772837	MJBV00000000.1	na	1351	1351	Enterococcus faecalis	strain=Enfs85	Contig	Full	3/2/17	ASM200946v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/009/465/GCF_002009465.1_ASM200946v1
GCF_002009485.1	PRJNA224116	SAMN05772843	MJBY00000000.1	na	1351	1351	Enterococcus faecalis	strain=P.En218	Contig	Full	3/2/17	ASM200948v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/009/485/GCF_002009485.1_ASM200948v1
GCF_002009495.1	PRJNA224116	SAMN05772838	MJBW00000000.1	na	1351	1351	Enterococcus faecalis	strain=Enfs94	Contig	Full	3/2/17	ASM200949v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/009/495/GCF_002009495.1_ASM200949v1
GCF_002009545.1	PRJNA224116	SAMN05772844	MJBZ00000000.1	na	1351	1351	Enterococcus faecalis	strain=P.En250	Contig	Full	3/2/17	ASM200954v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/009/545/GCF_002009545.1_ASM200954v1
GCF_002009565.1	PRJNA224116	SAMN05772842	MJBX00000000.1	na	1351	1351	Enterococcus faecalis	strain=P. En090	Contig	Full	3/2/17	ASM200956v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/009/565/GCF_002009565.1_ASM200956v1
GCF_002077445.1	PRJNA224116	SAMN05735026	MJEC00000000.1	na	1351	1351	Enterococcus faecalis	strain=F1213D 146	Contig	Full	4/3/17	ASM207744v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/077/445/GCF_002077445.1_ASM207744v1
GCF_002088065.1	PRJNA224116	SAMN06624014	NAQY00000000.1	na	1351	1351	Enterococcus faecalis	strain=ATCC BAA-2128	Scaffold	Full	4/12/17	ASM208806v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/088/065/GCF_002088065.1_ASM208806v1
GCF_002105335.1	PRJNA224116	SAMN03280994	JXMK00000000.1	na	1351	1351	Enterococcus faecalis	strain=ZHOU_T10_3	Contig	Full	4/21/17	ASM210533v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/335/GCF_002105335.1_ASM210533v1
GCF_002105365.1	PRJNA224116	SAMN03280995	JXML00000000.1	na	1351	1351	Enterococcus faecalis	strain=ZHOU_T60_1	Contig	Full	4/21/17	ASM210536v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/365/GCF_002105365.1_ASM210536v1
GCF_002106875.1	PRJNA224116	SAMN06190458	MSQI00000000.1	na	1351	1351	Enterococcus faecalis	strain=HS5152	Contig	Full	4/24/17	ASM210687v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/106/875/GCF_002106875.1_ASM210687v1
GCF_002106895.1	PRJNA224116	SAMN06190462	MSQM00000000.1	na	1351	1351	Enterococcus faecalis	strain=NM31-3	Contig	Full	4/24/17	ASM210689v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/106/895/GCF_002106895.1_ASM210689v1
GCF_002106905.1	PRJNA224116	SAMN06190457	MSQH00000000.1	na	1351	1351	Enterococcus faecalis	strain=ELS8-4	Contig	Full	4/24/17	ASM210690v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/106/905/GCF_002106905.1_ASM210690v1
GCF_002106915.1	PRJNA224116	SAMN06190459	MSQJ00000000.1	na	1351	1351	Enterococcus faecalis	strain=HS5302	Contig	Full	4/24/17	ASM210691v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/106/915/GCF_002106915.1_ASM210691v1
GCF_002106955.1	PRJNA224116	SAMN06190460	MSQK00000000.1	na	1351	1351	Enterococcus faecalis	strain=MGA44-7	Contig	Full	4/24/17	ASM210695v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/106/955/GCF_002106955.1_ASM210695v1
GCF_002106975.1	PRJNA224116	SAMN06190461	MSQL00000000.1	na	1351	1351	Enterococcus faecalis	strain=NM15-4	Contig	Full	4/24/17	ASM210697v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/106/975/GCF_002106975.1_ASM210697v1
GCF_002106995.1	PRJNA224116	SAMN06190464	MSQO00000000.1	na	1351	1351	Enterococcus faecalis	strain=QH9-5	Contig	Full	4/24/17	ASM210699v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/106/995/GCF_002106995.1_ASM210699v1
GCF_002107005.1	PRJNA224116	SAMN06190463	MSQN00000000.1	na	1351	1351	Enterococcus faecalis	strain=QH29-4	Contig	Full	4/24/17	ASM210700v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/107/005/GCF_002107005.1_ASM210700v1
GCF_002107015.1	PRJNA224116	SAMN06190465	MSQP00000000.1	na	1351	1351	Enterococcus faecalis	strain=WZ21-1	Contig	Full	4/24/17	ASM210701v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/107/015/GCF_002107015.1_ASM210701v1
GCF_002107055.1	PRJNA224116	SAMN06190466	MSQQ00000000.1	na	1351	1351	Enterococcus faecalis	strain=WZ34-2	Contig	Full	4/24/17	ASM210705v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/107/055/GCF_002107055.1_ASM210705v1
GCF_002107075.1	PRJNA224116	SAMN06190468	MSQS00000000.1	na	1351	1351	Enterococcus faecalis	strain=XM26-4	Contig	Full	4/24/17	ASM210707v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/107/075/GCF_002107075.1_ASM210707v1
GCF_002107085.1	PRJNA224116	SAMN06190467	MSQR00000000.1	na	1351	1351	Enterococcus faecalis	strain=XJ76305	Contig	Full	4/24/17	ASM210708v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/107/085/GCF_002107085.1_ASM210708v1
GCF_002107095.1	PRJNA224116	SAMN06190469	MSQT00000000.1	na	1351	1351	Enterococcus faecalis	strain=YM11-6	Contig	Full	4/24/17	ASM210709v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/107/095/GCF_002107095.1_ASM210709v1
GCF_002107125.1	PRJNA224116	SAMN06190470	MSQU00000000.1	na	1351	1351	Enterococcus faecalis	strain=YM39-2	Contig	Full	4/24/17	ASM210712v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/107/125/GCF_002107125.1_ASM210712v1
GCF_002108195.1	PRJNA224116	SAMN06190456	MSQG00000000.1	na	1351	1351	Enterococcus faecalis	strain=DM7-2	Contig	Full	4/24/17	ASM210819v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/108/195/GCF_002108195.1_ASM210819v1
GCF_002110325.1	PRJNA224116	SAMN06644789	NBDS00000000.1	na	1351	1351	Enterococcus faecalis	strain=S13	Contig	Full	4/25/17	ASM211032v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/110/325/GCF_002110325.1_ASM211032v1
GCF_002110335.1	PRJNA224116	SAMN06644811	NBDT00000000.1	na	1351	1351	Enterococcus faecalis	strain=S17	Contig	Full	4/25/17	S17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/110/335/GCF_002110335.1_S17
GCF_002110385.1	PRJNA224116	SAMN06644838	NBDU00000000.1	na	1351	1351	Enterococcus faecalis	strain=S16	Contig	Full	4/25/17	ASM211038v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/110/385/GCF_002110385.1_ASM211038v1
GCF_002110405.1	PRJNA224116	SAMN06644839	NBDV00000000.1	na	1351	1351	Enterococcus faecalis	strain=S15	Scaffold	Full	4/25/17	S15	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/110/405/GCF_002110405.1_S15
GCF_002110425.1	PRJNA224116	SAMN06629170	NBDR00000000.1	na	1351	1351	Enterococcus faecalis	strain=S12	Contig	Full	4/25/17	ASM211042v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/110/425/GCF_002110425.1_ASM211042v1
GCF_002110435.1	PRJNA224116	SAMN06644840	NBDW00000000.1	na	1351	1351	Enterococcus faecalis	strain=S14	Scaffold	Full	4/25/17	S14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/110/435/GCF_002110435.1_S14
GCF_002140075.1	PRJNA224116	SAMN06630023		na	1351	1351	Enterococcus faecalis	strain=DD14	Chromosome	Full	5/15/17	ASM214007v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/140/075/GCF_002140075.1_ASM214007v1
GCF_002140335.1	PRJNA224116	SAMN04634034	NGMZ00000000.1	na	1351	1351	Enterococcus faecalis	strain=11D3_DIV0676	Scaffold	Full	5/16/17	ASM214033v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/140/335/GCF_002140335.1_ASM214033v1
GCF_002140345.1	PRJNA224116	SAMN04634061	NGMY00000000.1	na	1351	1351	Enterococcus faecalis	strain=11D3_DIV0676_a	Scaffold	Full	5/16/17	ASM214034v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/140/345/GCF_002140345.1_ASM214034v1
GCF_002140925.1	PRJNA224116	SAMN04633994	NGMW00000000.1	na	1351	1351	Enterococcus faecalis	strain=9A2_4861	Scaffold	Full	5/16/17	ASM214092v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/140/925/GCF_002140925.1_ASM214092v1
GCF_002140985.1	PRJNA224116	SAMN04633996	NGMX00000000.1	na	1351	1351	Enterococcus faecalis	strain=9F2_4866	Scaffold	Full	5/16/17	ASM214098v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/140/985/GCF_002140985.1_ASM214098v1
GCF_002141205.1	PRJNA224116	SAMN04634029	NGMP00000000.1	na	1351	1351	Enterococcus faecalis	strain=2A11_DIV0231	Scaffold	Full	5/16/17	ASM214120v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/141/205/GCF_002141205.1_ASM214120v1
GCF_002141395.1	PRJNA224116	SAMN04634022	NGMU00000000.1	na	1351	1351	Enterococcus faecalis	strain=8A4_DIV03286	Scaffold	Full	5/16/17	ASM214139v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/141/395/GCF_002141395.1_ASM214139v1
GCF_002141415.1	PRJNA224116	SAMN04634023	NGMV00000000.1	na	1351	1351	Enterococcus faecalis	strain=8C4_DIV03288	Scaffold	Full	5/16/17	ASM214141v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/141/415/GCF_002141415.1_ASM214141v1
GCF_002163735.1	PRJNA224116	SAMN04859054		na	1351	1351	Enterococcus faecalis	strain=sorialis	Complete Genome	Full	6/2/17	ASM216373v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/735/GCF_002163735.1_ASM216373v1
GCF_002206545.1	PRJNA224116	SAMN06173352	NJFK00000000.1	na	1351	1351	Enterococcus faecalis	strain=FDAARGOS_339	Contig	Full	6/23/17	ASM220654v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/206/545/GCF_002206545.1_ASM220654v1
GCF_002220885.1	PRJNA224116	SAMN07136991	NHNF00000000.1	na	1351	1351	Enterococcus faecalis	strain=12_Tun	Scaffold	Full	7/18/17	ASM222088v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/885/GCF_002220885.1_ASM222088v1
GCF_002221625.2	PRJNA224116	SAMN03856105		na	1351	1351	Enterococcus faecalis	strain=KB1	Chromosome	Full	8/16/17	ASM222162v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/221/625/GCF_002221625.2_ASM222162v2
GCF_002250145.1	PRJNA224116	SAMN06052011	NCAD00000000.1	na	1351	1351	Enterococcus faecalis	strain=IBUN9046YE	Contig	Full	8/14/17	ASM225014v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/250/145/GCF_002250145.1_ASM225014v1
GCF_002288985.1	PRJNA224116	SAMN07572763	NSJR00000000.1	na	1351	1351	Enterococcus faecalis	strain=44.1	Contig	Full	9/11/17	ASM228898v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/288/985/GCF_002288985.1_ASM228898v1
GCF_002289025.1	PRJNA224116	SAMN07572762	NSJS00000000.1	na	1351	1351	Enterococcus faecalis	strain=13.1	Contig	Full	9/11/17	ASM228902v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/289/025/GCF_002289025.1_ASM228902v1
GCF_002289045.1	PRJNA224116	SAMN07572761	NSJT00000000.1	na	1351	1351	Enterococcus faecalis	strain=H25	Contig	Full	9/11/17	ASM228904v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/289/045/GCF_002289045.1_ASM228904v1
GCF_002289055.1	PRJNA224116	SAMN07572760	NSJU00000000.1	na	1351	1351	Enterococcus faecalis	strain=EFC 16/09	Contig	Full	9/11/17	ASM228905v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/289/055/GCF_002289055.1_ASM228905v1
GCF_002355755.1	PRJNA224116	SAMD00056606		na	1351	1351	Enterococcus faecalis	strain=W11	Complete Genome	Full	8/4/16	ASM235575v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/755/GCF_002355755.1_ASM235575v1
GCF_002736475.1	PRJNA224116	SAMN07766630	PEDX00000000.1	na	1351	1351	Enterococcus faecalis	strain=68UCKPCBLUE1_LB	Contig	Full	10/30/17	ASM273647v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/736/475/GCF_002736475.1_ASM273647v1
GCF_002751015.1	PRJNA224116	SAMN07842665	PEJW00000000.1	na	1351	1351	Enterococcus faecalis	strain=ET116_16	Contig	Full	11/5/17	ASM275101v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/751/015/GCF_002751015.1_ASM275101v1
GCF_900092145.1	PRJNA224116	SAMEA4051744	FLUT00000000.1	na	1351	1351	Enterococcus faecalis		Contig	Full	8/4/16	Ef_S1_05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/092/145/GCF_900092145.1_Ef_S1_05
GCF_900092155.1	PRJNA224116	SAMEA4051743	FLUS00000000.1	na	1351	1351	Enterococcus faecalis		Contig	Full	8/4/16	Ef_S1_01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/092/155/GCF_900092155.1_Ef_S1_01
GCF_900103995.1	PRJNA224116	SAMN04487774	FNIP00000000.1	na	1351	1351	Enterococcus faecalis	strain=VTM1R91	Contig	Full	10/21/16	IMG-taxon 2606217756 annotated assembly	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/995/GCF_900103995.1_IMG-taxon_2606217756_annotated_assembly
GCF_900117305.1	PRJNA224116	SAMEA4534525	FPDW00000000.1	na	1201292	1351	Enterococcus faecalis ATCC 29212	strain=G824	Contig	Full	11/7/16	PRJEB17655	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/117/305/GCF_900117305.1_PRJEB17655
GCF_900117325.1	PRJNA224116	SAMEA4534527	FPDZ00000000.1	na	1201292	1351	Enterococcus faecalis ATCC 29212	strain=G882	Contig	Full	11/7/16	PRJEB17657	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/117/325/GCF_900117325.1_PRJEB17657
GCF_900117335.1	PRJNA224116	SAMEA4534526	FPEB00000000.1	na	1201292	1351	Enterococcus faecalis ATCC 29212	strain=G881	Contig	Full	11/7/16	PRJEB17656	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/117/335/GCF_900117335.1_PRJEB17656
GCF_900117345.1	PRJNA224116	SAMEA4534524	FPDY00000000.1	na	1201292	1351	Enterococcus faecalis ATCC 29212	strain=G823	Contig	Full	11/7/16	PRJEB17653	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/117/345/GCF_900117345.1_PRJEB17653
GCF_900117355.1	PRJNA224116	SAMEA4534529	FPEA00000000.1	na	1201292	1351	Enterococcus faecalis ATCC 29212	strain=G884	Contig	Full	11/7/16	PRJEB17659	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/117/355/GCF_900117355.1_PRJEB17659
GCF_900117365.1	PRJNA224116	SAMEA4534528	FPEC00000000.1	na	1201292	1351	Enterococcus faecalis ATCC 29212	strain=G883	Contig	Full	11/7/16	PRJEB17658	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/117/365/GCF_900117365.1_PRJEB17658
GCF_900143305.1	PRJNA224116	SAMEA18418168	FREL00000000.1	na	1351	1351	Enterococcus faecalis		Scaffold	Full	12/8/16	Hp_74-d1_05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/143/305/GCF_900143305.1_Hp_74-d1_05
GCF_900143365.1	PRJNA224116	SAMEA18419668	FRDZ00000000.1	na	1351	1351	Enterococcus faecalis		Scaffold	Full	12/8/16	Hp_74-d5_05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/143/365/GCF_900143365.1_Hp_74-d5_05
GCF_900143415.1	PRJNA224116	SAMEA18421918	FREB00000000.1	na	1351	1351	Enterococcus faecalis		Scaffold	Full	12/8/16	Hp_76-17_05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/143/415/GCF_900143415.1_Hp_76-17_05
GCF_900148535.1	PRJNA224116	SAMEA23870668	FRYC00000000.1	na	1351	1351	Enterococcus faecalis		Scaffold	Full	12/10/16	Hp_74-d1_05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/148/535/GCF_900148535.1_Hp_74-d1_05
GCF_900148545.1	PRJNA224116	SAMEA23872168	FRXR00000000.1	na	1351	1351	Enterococcus faecalis		Scaffold	Full	12/10/16	Hp_74-d5_05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/148/545/GCF_900148545.1_Hp_74-d5_05
GCF_900148695.1	PRJNA224116	SAMEA23874418	FRXS00000000.1	na	1351	1351	Enterococcus faecalis		Scaffold	Full	12/10/16	Hp_76-17_05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/148/695/GCF_900148695.1_Hp_76-17_05
